-7.969,-14.394
38.883,-9.03
36.971,-25.171
41.868,-6.712
38.079,-7.932
39.455,-31.131
34.21,62.228
34.399,70.499
31.506,65.848
33.391,62.261
41.415,19.721
36.504,2.814
24.293,9.452
26.71,0.286
22.811,5.451
33.536,-0.242
28.051,9.643
-6.27,14.247
-12.609,13.404
-7.357,20.804
-11.894,22.916
18.205,-63.055
-64.238,-56.631
-62.191,-58.987
14.591,-61.003
17.9,-62.85
12.131,-68.268
14.521,-91.697
-31.297,-57.996
-35.348,-57.294
-31.007,-64.532
-37.444,-70.222
-25.738,-54.473
-24.856,-65.486
-41.943,-71.532
-50.335,-72.248
-47.735,-65.904
-53.777,-67.749
-27.57,153.008
-10.951,142.459
-23.807,133.902
-16.886,145.755
-26.413,146.262
-20.664,139.489
-21.172,149.18
-38.039,144.469
-42.836,147.51
-34.945,138.531
-32.507,137.717
-32.097,115.881
-20.712,116.773
-30.789,121.462
-15.778,128.707
-20.378,118.626
-29.041,167.939
47.843,16.26
47.0,15.433
24.288,-77.684
26.511,-77.083
26.271,50.634
25.918,50.591
21.452,91.964
24.152,89.049
51.19,4.463
17.539,-88.308
6.357,2.384
9.357,2.609
27.403,89.426
-14.739,-68.411
-16.143,-62.026
-29.319,26.823
-21.159,27.474
-24.602,24.691
29.332,-100.981
-8.348,-49.301
-22.875,-43.384
2.077,-50.862
-21.812,-48.133
-10.984,-37.07
-15.862,-47.913
2.846,-60.69
-27.134,-52.656
-7.6,-72.769
-3.039,-60.05
-3.855,-32.423
-3.776,-38.532
-9.51,-35.793
-8.709,-63.902
0.607,-69.186
4.946,114.928
42.569,27.514
12.353,-1.512
-3.324,29.318
13.096,103.224
4.089,9.36
10.451,14.257
46.485,-84.509
50.056,-97.032
44.64,-63.499
51.392,-56.084
49.082,-125.772
68.534,-89.808
49.132,-68.207
64.299,-96.078
49.951,-125.271
49.91,-99.952
69.108,-105.138
67.817,-115.144
52.075,-111.445
70.486,-68.517
64.043,-139.128
61.371,-139.041
58.422,-130.032
55.742,-120.182
53.667,-113.467
61.094,-94.071
79.995,-85.813
68.304,-133.483
63.756,-68.556
54.678,-101.682
61.181,-113.69
61.76,-121.237
44.225,-76.597
53.625,-77.704
49.778,-86.939
56.35,-94.7
70.763,-117.806
68.636,-95.85
72.683,-77.967
54.805,-66.805
82.518,-62.281
51.291,-80.608
67.571,-139.839
54.286,-130.445
46.161,-60.048
74.717,-94.969
72.982,-84.614
64.23,-76.527
67.546,-64.031
65.282,-126.8
63.209,-123.437
53.319,-60.426
47.619,-52.752
28.453,-13.864
